pickup,dropoff,passengers,distance,fare,tip,tolls,total,color,payment,pickup_zone,dropoff_zone,pickup_borough,dropoff_borough
2019/3/6 22:27,2019/3/6 22:39,2,2.61,10.5,0,0,14.3,yellow,cash,Times Sq/Theatre District,Greenwich Village South,Manhattan,Manhattan
2019/3/10 12:24,2019/3/10 12:35,1,1.78,9,2.46,0,14.76,yellow,credit card,Sutton Place/Turtle Bay North,Clinton East,Manhattan,Manhattan
2019/3/22 11:50,2019/3/22 12:35,1,3.75,26.5,2,0,31.8,yellow,credit card,East Harlem South,Penn Station/Madison Sq West,Manhattan,Manhattan
2019/3/4 9:53,2019/3/4 9:57,1,0.8,5,1.66,0,9.96,yellow,credit card,Upper East Side South,Midtown Center,Manhattan,Manhattan
2019/3/29 22:11,2019/3/29 22:31,1,2.9,14.5,3.65,0,21.95,yellow,credit card,Lenox Hill East,Clinton East,Manhattan,Manhattan
2019/3/7 16:41,2019/3/7 16:49,1,0.8,7,2.8,0,14.1,yellow,credit card,Midtown East,Murray Hill,Manhattan,Manhattan
2019/3/14 14:26,2019/3/14 14:35,1,1.07,7.5,2.16,0,12.96,yellow,credit card,Upper East Side North,Upper East Side South,Manhattan,Manhattan
2019/3/21 8:59,2019/3/21 9:25,1,4.42,15.66,0,0,16.46,yellow,credit card,Flatiron,Upper West Side South,Manhattan,Manhattan
2019/3/30 1:36,2019/3/30 1:43,1,0.8,6,1,0,10.8,yellow,credit card,Lower East Side,East Village,Manhattan,Manhattan
2019/3/22 20:16,2019/3/22 20:30,1,2.77,12,3.16,0,18.96,yellow,credit card,Greenwich Village South,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019/3/19 11:48,2019/3/19 11:52,2,0.36,4,0,0,7.3,yellow,cash,Lincoln Square East,Lincoln Square East,Manhattan,Manhattan
2019/3/30 16:16,2019/3/30 16:27,1,3.09,11.5,3.08,0,15.38,yellow,credit card,Queensbridge/Ravenswood,Roosevelt Island,Queens,Manhattan
2019/3/11 16:24,2019/3/11 16:34,1,1.21,8,2.46,0,14.76,yellow,credit card,Union Sq,East Chelsea,Manhattan,Manhattan
2019/3/3 13:57,2019/3/3 14:41,1,7.88,32,0,0,32.8,yellow,credit card,Boerum Hill,East New York,Brooklyn,Brooklyn
2019/3/22 16:48,2019/3/22 16:55,1,0.4,5.5,1.95,0,11.75,yellow,credit card,Upper East Side South,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019/3/29 9:28,2019/3/29 9:51,1,5.13,20,2,0,25.3,yellow,credit card,Lenox Hill East,Greenwich Village North,Manhattan,Manhattan
2019/3/5 19:24,2019/3/5 19:38,5,2.04,10.5,2.96,0,17.76,yellow,credit card,Times Sq/Theatre District,Meatpacking/West Village West,Manhattan,Manhattan
2019/3/22 23:44,2019/3/23 0:10,1,5.43,21,4.96,0,29.76,yellow,credit card,Union Sq,Lenox Hill East,Manhattan,Manhattan
2019/3/21 19:26,2019/3/21 19:33,1,1.27,7,2.26,0,13.56,yellow,credit card,Upper East Side North,Upper East Side South,Manhattan,Manhattan
2019/3/27 23:36,2019/3/27 23:43,1,0.78,6,1.96,0,11.76,yellow,credit card,Times Sq/Theatre District,Midtown East,Manhattan,Manhattan
2019/3/2 18:39,2019/3/2 19:01,6,2.85,14.5,0,0,17.8,yellow,cash,Midtown North,West Village,Manhattan,Manhattan
2019/3/12 16:16,2019/3/12 16:20,1,0.7,5,1,0,10.3,yellow,credit card,Upper East Side South,Lenox Hill East,Manhattan,Manhattan
2019/3/28 23:10,2019/3/28 23:25,3,2.7,12,0,0,15.8,yellow,cash,Midtown North,East Chelsea,Manhattan,Manhattan
2019/3/16 11:28,2019/3/16 11:32,1,0.4,4.5,2,0,9.8,yellow,credit card,Upper East Side North,Upper East Side South,Manhattan,Manhattan
2019/3/20 16:40,2019/3/20 17:07,1,2.46,16.5,5.2,0,26,yellow,credit card,Union Sq,Lenox Hill East,Manhattan,Manhattan
2019/3/3 16:36,2019/3/3 16:49,1,2.6,11.5,3.7,0,18.5,yellow,credit card,Yorkville West,Lincoln Square East,Manhattan,Manhattan
2019/3/26 0:28,2019/3/26 0:52,1,7.8,24.5,5.65,0,33.95,yellow,credit card,Williamsburg (North Side),Lincoln Square West,Brooklyn,Manhattan
2019/3/29 18:53,2019/3/29 19:11,1,2.4,12.5,0,0,16.8,yellow,cash,West Chelsea/Hudson Yards,UN/Turtle Bay South,Manhattan,Manhattan
2019/3/6 5:34,2019/3/6 5:43,1,2.9,10.5,2.85,0,17.15,yellow,credit card,Garment District,Lenox Hill East,Manhattan,Manhattan
2019/3/9 18:40,2019/3/9 18:49,1,1.76,8.5,1,0,12.8,yellow,credit card,Clinton East,Midtown East,Manhattan,Manhattan
2019/3/17 15:41,2019/3/17 15:45,2,0.8,5,1,0,9.3,yellow,credit card,Upper East Side North,Upper East Side North,Manhattan,Manhattan
2019/3/23 16:22,2019/3/23 16:33,1,1.65,9,1,0,13.3,yellow,credit card,Clinton East,Flatiron,Manhattan,Manhattan
2019/3/7 8:19,2019/3/7 8:22,1,0.88,5,1.24,0,9.54,yellow,credit card,Kips Bay,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019/3/25 12:20,2019/3/25 12:42,1,8.47,26.5,0,0,29.8,yellow,cash,Lincoln Square East,Washington Heights North,Manhattan,Manhattan
2019/3/23 16:54,2019/3/23 17:04,1,0.85,7.5,2.16,0,12.96,yellow,credit card,Upper East Side South,Midtown North,Manhattan,Manhattan
2019/3/6 7:20,2019/3/6 7:25,1,1.13,6,1,0,10.3,yellow,credit card,Upper East Side South,UN/Turtle Bay South,Manhattan,Manhattan
2019/3/16 16:58,2019/3/16 17:19,5,1.43,13,0,0,16.3,yellow,cash,Midtown Center,Flatiron,Manhattan,Manhattan
2019/3/1 13:31,2019/3/1 14:21,2,12.52,43.5,6.64,0,50.94,yellow,credit card,JFK Airport,Fort Greene,Queens,Brooklyn
2019/3/13 22:05,2019/3/13 22:24,1,3.57,15,3.76,0,22.56,yellow,credit card,Penn Station/Madison Sq West,Lenox Hill East,Manhattan,Manhattan
2019/3/17 18:22,2019/3/17 18:46,2,10.39,30,2.2,0,33,yellow,credit card,JFK Airport,Canarsie,Queens,Brooklyn
2019/3/12 21:35,2019/3/12 21:45,1,1.83,9,2.56,0,15.36,yellow,credit card,Greenwich Village North,Murray Hill,Manhattan,Manhattan
2019/3/27 15:25,2019/3/27 15:32,1,0.79,6.5,1.96,0,11.76,yellow,credit card,Midtown Center,Upper East Side South,Manhattan,Manhattan
2019/3/20 14:22,2019/3/20 14:34,1,0.6,8,2.25,0,13.55,yellow,credit card,Midtown Center,Midtown North,Manhattan,Manhattan
2019/3/1 20:36,2019/3/1 20:38,1,0.6,4,0,0,7.8,yellow,cash,Lenox Hill West,Yorkville West,Manhattan,Manhattan
2019/3/19 15:55,2019/3/19 16:05,1,0.64,7.5,1,0,11.8,yellow,credit card,SoHo,TriBeCa/Civic Center,Manhattan,Manhattan
2019/3/29 19:53,2019/3/29 19:59,1,0.6,5.5,1.95,0,11.75,yellow,credit card,UN/Turtle Bay South,Murray Hill,Manhattan,Manhattan
2019/3/11 11:54,2019/3/11 12:08,1,1.14,9.5,2.56,0,15.36,yellow,credit card,West Chelsea/Hudson Yards,Penn Station/Madison Sq West,Manhattan,Manhattan
2019/3/12 10:36,2019/3/12 10:46,1,0.75,7.5,2.7,0,13.5,yellow,credit card,Sutton Place/Turtle Bay North,UN/Turtle Bay South,Manhattan,Manhattan
2019/3/25 13:32,2019/3/25 13:35,1,0.9,5,1.65,0,9.95,yellow,credit card,West Chelsea/Hudson Yards,Flatiron,Manhattan,Manhattan
2019/3/3 23:57,2019/3/4 0:17,1,5.22,17.5,5.32,0,26.62,yellow,credit card,Flatiron,Manhattan Valley,Manhattan,Manhattan
2019/3/9 1:06,2019/3/9 1:13,1,0.7,6,1.95,0,11.75,yellow,credit card,Greenwich Village South,Lower East Side,Manhattan,Manhattan
2019/3/16 18:08,2019/3/16 18:17,3,1.44,8,2.26,0,13.56,yellow,credit card,Upper East Side South,Lenox Hill East,Manhattan,Manhattan
2019/3/12 9:14,2019/3/12 9:21,1,0.9,6,0,0,9.3,yellow,cash,Times Sq/Theatre District,Penn Station/Madison Sq West,Manhattan,Manhattan
2019/3/1 12:18,2019/3/1 12:26,1,0.81,6.5,2.45,0,12.25,yellow,credit card,Midtown North,Lincoln Square East,Manhattan,Manhattan
2019/3/10 12:04,2019/3/10 12:11,1,1.03,6.5,1.96,0,11.76,yellow,credit card,Midtown North,Lincoln Square East,Manhattan,Manhattan
2019/3/10 14:42,2019/3/10 14:59,1,1.93,12,3.06,0,18.36,yellow,credit card,Upper East Side South,UN/Turtle Bay South,Manhattan,Manhattan
2019/3/6 21:44,2019/3/6 21:53,2,1.26,8,2.95,0,14.75,yellow,credit card,Garment District,Murray Hill,Manhattan,Manhattan
2019/3/17 17:50,2019/3/17 18:10,4,3.56,16,0,0,16.8,yellow,cash,Washington Heights South,Manhattan Valley,Manhattan,Manhattan
2019/3/23 0:22,2019/3/23 0:33,1,1.37,8.5,2.46,0,14.76,yellow,credit card,Financial District North,Little Italy/NoLiTa,Manhattan,Manhattan
2019/3/16 0:23,2019/3/16 1:00,1,11.57,38,0,0,41.8,yellow,cash,Midtown Center,Hillcrest/Pomonok,Manhattan,Queens
2019/3/10 18:18,2019/3/10 18:40,1,3.16,15.5,3.76,0,22.56,yellow,credit card,Midtown North,Meatpacking/West Village West,Manhattan,Manhattan
2019/3/29 22:59,2019/3/29 23:20,1,3.85,16.5,5.08,0,25.38,yellow,credit card,Greenwich Village South,Midtown East,Manhattan,Manhattan
2019/3/19 5:14,2019/3/19 5:24,1,2.98,10.5,1.43,0,15.73,yellow,credit card,Upper West Side North,Midtown North,Manhattan,Manhattan
2019/3/29 16:01,2019/3/29 16:18,1,1,11,3.05,0,18.35,yellow,credit card,Upper East Side North,Upper East Side South,Manhattan,Manhattan
2019/3/30 14:17,2019/3/30 14:28,1,1.39,8.5,2.36,0,14.16,yellow,credit card,Chinatown,Greenwich Village South,Manhattan,Manhattan
2019/3/13 17:58,2019/3/13 18:06,2,0.91,7,2.26,0,13.56,yellow,credit card,East Chelsea,Garment District,Manhattan,Manhattan
2019/3/8 18:09,2019/3/8 18:15,1,1.34,6.5,2.16,0,12.96,yellow,credit card,Kips Bay,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019/3/3 2:12,2019/3/3 2:38,1,5.9,22,5,0,30.8,yellow,credit card,West Village,Crown Heights North,Manhattan,Brooklyn
2019/3/1 10:55,2019/3/1 11:04,5,0.9,7,0,0,10.3,yellow,cash,Lenox Hill West,Upper East Side South,Manhattan,Manhattan
2019/3/31 2:38,2019/3/31 2:43,3,1.11,6,1.96,0,11.76,yellow,credit card,East Chelsea,Greenwich Village North,Manhattan,Manhattan
2019/3/4 12:30,2019/3/4 12:41,1,1.3,8,2.25,0,13.55,yellow,credit card,Murray Hill,Upper East Side South,Manhattan,Manhattan
2019/3/5 20:00,2019/3/5 20:02,1,0.09,3.5,0,0,7.3,yellow,cash,TriBeCa/Civic Center,TriBeCa/Civic Center,Manhattan,Manhattan
2019/3/9 11:19,2019/3/9 11:37,1,2.6,13.5,0,0,16.8,yellow,cash,East Chelsea,Midtown East,Manhattan,Manhattan
2019/3/18 15:39,2019/3/18 15:48,1,1.34,8,2.26,0,13.56,yellow,credit card,Flatiron,Midtown Center,Manhattan,Manhattan
2019/3/5 21:24,2019/3/5 21:36,2,1.64,9,1.92,0,14.72,yellow,credit card,Yorkville West,Upper East Side South,Manhattan,Manhattan
2019/3/2 23:34,2019/3/2 23:36,1,0.1,3,1.35,0,8.15,yellow,credit card,East Village,East Village,Manhattan,Manhattan
2019/3/9 19:49,2019/3/9 19:59,2,1.6,8.5,2.45,0,14.75,yellow,credit card,Union Sq,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019/3/2 17:39,2019/3/2 18:12,1,4.68,22,0,0,25.3,yellow,cash,East Harlem South,Greenwich Village North,Manhattan,Manhattan
2019/3/25 22:22,2019/3/25 22:27,1,0.9,5.5,1.85,0,11.15,yellow,credit card,Lincoln Square East,Times Sq/Theatre District,Manhattan,Manhattan
2019/3/6 19:58,2019/3/6 20:01,0,0.6,4.5,2,0,10.8,yellow,credit card,Midtown North,Midtown Center,Manhattan,Manhattan
2019/3/12 8:23,2019/3/12 8:45,5,4.43,19,3.5,0,25.8,yellow,credit card,Meatpacking/West Village West,Lincoln Square East,Manhattan,Manhattan
2019/3/8 14:51,2019/3/8 15:00,1,1.1,7.5,1.62,0,12.42,yellow,credit card,Clinton East,Penn Station/Madison Sq West,Manhattan,Manhattan
2019/3/21 18:29,2019/3/21 18:39,1,1.18,7.5,2.36,0,14.16,yellow,credit card,Lincoln Square East,Clinton East,Manhattan,Manhattan
2019/3/21 12:04,2019/3/21 12:31,1,2.13,16.5,0,0,19.8,yellow,cash,East Village,Murray Hill,Manhattan,Manhattan
2019/3/20 19:41,2019/3/20 19:50,1,1.28,7.5,2,0,13.8,yellow,credit card,SoHo,Union Sq,Manhattan,Manhattan
2019/3/16 20:33,2019/3/16 20:44,1,1.78,9.5,0,0,13.3,yellow,cash,Upper East Side South,Midtown East,Manhattan,Manhattan
2019/3/28 23:44,2019/3/28 23:49,5,1.03,6,1.96,0,11.76,yellow,credit card,Gramercy,Penn Station/Madison Sq West,Manhattan,Manhattan
2019/3/8 14:04,2019/3/8 14:21,2,1.47,10.5,0,0,13.8,yellow,cash,Penn Station/Madison Sq West,Kips Bay,Manhattan,Manhattan
2019/3/18 21:41,2019/3/18 21:50,3,1.6,8,0.59,0,12.39,yellow,credit card,Midtown Center,Murray Hill,Manhattan,Manhattan
2019/3/11 17:33,2019/3/11 17:45,1,0.82,9,2,0,15.3,yellow,credit card,Midtown East,Times Sq/Theatre District,Manhattan,Manhattan
2019/3/15 12:34,2019/3/15 12:42,1,1.26,7.5,2.16,0,12.96,yellow,credit card,Lincoln Square East,Clinton East,Manhattan,Manhattan
2019/3/8 8:03,2019/3/8 8:11,1,1.08,7,2.34,0,10.14,yellow,credit card,Carroll Gardens,Boerum Hill,Brooklyn,Brooklyn
2019/3/2 15:02,2019/3/2 15:16,1,2.1,11,0,0,14.3,yellow,cash,Lincoln Square East,UN/Turtle Bay South,Manhattan,Manhattan
2019/3/1 11:09,2019/3/1 11:25,1,1.95,11,0,0,11.8,yellow,cash,Brooklyn Heights,Carroll Gardens,Brooklyn,Brooklyn
2019/3/15 7:21,2019/3/15 7:26,1,1,5.5,2,0,10.8,yellow,credit card,East Village,Two Bridges/Seward Park,Manhattan,Manhattan
2019/3/7 22:23,2019/3/7 22:30,1,1.4,7.5,0,0,11.3,yellow,cash,Central Park,Upper West Side South,Manhattan,Manhattan
2019/3/22 14:25,2019/3/22 14:31,6,1.01,6,1.86,0,11.16,yellow,credit card,Yorkville East,Yorkville West,Manhattan,Manhattan
2019/3/18 17:10,2019/3/18 17:27,1,2.6,12.5,3.36,0,20.16,yellow,credit card,West Chelsea/Hudson Yards,Gramercy,Manhattan,Manhattan
2019/3/9 22:46,2019/3/9 22:49,1,1.17,5,1.76,0,10.56,yellow,credit card,Lenox Hill West,Yorkville East,Manhattan,Manhattan
2019/3/2 0:50,2019/3/2 0:58,6,1.8,8.5,0,0,12.3,yellow,credit card,Flatiron,Alphabet City,Manhattan,Manhattan
2019/3/2 12:00,2019/3/2 12:16,1,4.58,16.5,3,0,22.8,yellow,credit card,Midtown South,Seaport,Manhattan,Manhattan
2019/3/17 14:28,2019/3/17 14:45,6,1.45,11,0,0,14.3,yellow,cash,East Chelsea,Clinton East,Manhattan,Manhattan
2019/3/22 17:22,2019/3/22 17:35,1,1.55,9.5,0,0,13.8,yellow,cash,Midtown Center,Clinton West,Manhattan,Manhattan
2019/3/6 10:12,2019/3/6 10:20,4,0.48,6.5,2.45,0,12.25,yellow,credit card,Midtown Center,Times Sq/Theatre District,Manhattan,Manhattan
2019/3/19 6:38,2019/3/19 6:47,1,1.81,8.5,2.36,0,14.16,yellow,credit card,Kips Bay,Greenwich Village North,Manhattan,Manhattan
2019/3/18 9:39,2019/3/18 9:49,1,0.81,7,2.06,0,12.36,yellow,credit card,Sutton Place/Turtle Bay North,Midtown East,Manhattan,Manhattan
2019/3/24 2:33,2019/3/24 2:36,5,0.44,4,1.56,0,9.36,yellow,credit card,Gramercy,Gramercy,Manhattan,Manhattan
2019/3/14 17:42,2019/3/14 17:44,1,0.57,4,0,0,8.3,yellow,cash,Upper West Side North,Manhattan Valley,Manhattan,Manhattan
2019/3/24 6:07,2019/3/24 6:12,1,1.5,6.5,0,0,9.8,yellow,,,Midtown East,,Manhattan
2019/3/11 14:46,2019/3/11 14:58,1,1.42,9,1.5,0,13.8,yellow,credit card,Greenwich Village North,Midtown South,Manhattan,Manhattan
2019/3/22 12:22,2019/3/22 12:39,1,3.13,14,2,0,19.3,yellow,credit card,Battery Park City,East Chelsea,Manhattan,Manhattan
2019/3/17 17:16,2019/3/17 17:30,1,1.75,10.5,0.69,0,14.49,yellow,credit card,Midtown South,East Chelsea,Manhattan,Manhattan
2019/3/25 15:10,2019/3/25 15:32,1,2.6,14.5,0,0,17.8,yellow,cash,Union Sq,Chinatown,Manhattan,Manhattan
2019/3/6 11:16,2019/3/6 11:39,1,1.3,14,0,0,17.3,yellow,cash,Garment District,Flatiron,Manhattan,Manhattan
2019/3/7 10:33,2019/3/7 11:02,2,8.05,29.5,0,0,32.8,yellow,cash,Midtown North,Battery Park City,Manhattan,Manhattan
2019/3/8 21:16,2019/3/8 21:26,1,1.66,8.5,0,0,12.3,yellow,cash,Midtown South,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019/3/2 17:33,2019/3/2 17:40,6,0.93,6.5,1.96,0,11.76,yellow,credit card,Meatpacking/West Village West,Greenwich Village North,Manhattan,Manhattan
2019/3/16 8:02,2019/3/16 8:26,1,6.6,23,0,0,26.3,yellow,cash,Times Sq/Theatre District,Financial District South,Manhattan,Manhattan
2019/3/28 19:48,2019/3/28 20:31,1,17.7,52,0,5.76,65.56,yellow,,JFK Airport,Penn Station/Madison Sq West,Queens,Manhattan
2019/3/14 15:50,2019/3/14 15:59,1,1.34,8,2.26,0,13.56,yellow,credit card,Midtown Center,Upper East Side South,Manhattan,Manhattan
2019/3/1 14:59,2019/3/1 15:17,1,2.1,12.5,4,0,19.8,yellow,credit card,West Village,Midtown South,Manhattan,Manhattan
2019/3/8 9:32,2019/3/8 9:43,2,1,8.5,1.5,0,13.3,yellow,credit card,Upper West Side South,Upper East Side North,Manhattan,Manhattan
2019/3/14 9:26,2019/3/14 10:03,1,4.9,25,2,0,30.3,yellow,credit card,Lincoln Square East,East Village,Manhattan,Manhattan
2019/3/5 13:47,2019/3/5 14:11,2,5.18,20,4.66,0,27.96,yellow,credit card,Lenox Hill West,Greenwich Village South,Manhattan,Manhattan
2019/3/14 9:26,2019/3/14 9:58,1,4.9,24.5,8.34,0,36.14,yellow,credit card,Chinatown,Midtown East,Manhattan,Manhattan
2019/3/17 9:22,2019/3/17 9:41,1,3.29,15,2.2,0,18,yellow,credit card,Washington Heights South,East Harlem North,Manhattan,Manhattan
2019/3/14 9:05,2019/3/14 9:12,1,0.43,5.5,1.76,0,10.56,yellow,credit card,Kips Bay,Murray Hill,Manhattan,Manhattan
2019/3/13 11:38,2019/3/13 11:55,2,1.88,12,3.82,0,19.12,yellow,credit card,West Village,World Trade Center,Manhattan,Manhattan
2019/3/15 6:14,2019/3/15 6:20,1,0.9,6,1.85,0,11.15,yellow,credit card,Garment District,Midtown Center,Manhattan,Manhattan
2019/3/4 12:34,2019/3/4 13:04,2,7.8,28,5,0,36.3,yellow,credit card,LaGuardia Airport,Sutton Place/Turtle Bay North,Queens,Manhattan
2019/3/27 7:34,2019/3/27 7:36,1,0.86,4.5,2.34,0,10.14,yellow,credit card,Union Sq,Union Sq,Manhattan,Manhattan
2019/3/9 21:57,2019/3/9 22:06,1,1.12,7.5,2.26,0,13.56,yellow,credit card,East Village,West Village,Manhattan,Manhattan
2019/3/5 22:43,2019/3/5 23:05,6,4.72,19,3,0,25.8,yellow,credit card,Gramercy,Upper West Side North,Manhattan,Manhattan
2019/3/21 17:01,2019/3/21 17:15,1,2.47,11.5,3.16,0,18.96,yellow,credit card,Murray Hill,Yorkville West,Manhattan,Manhattan
2019/3/5 11:26,2019/3/5 11:56,2,5.65,22.5,0,0,25.8,yellow,credit card,East Harlem South,Union Sq,Manhattan,Manhattan
2019/3/2 8:27,2019/3/2 8:29,5,0.28,3.5,0,0,6.8,yellow,cash,Union Sq,Gramercy,Manhattan,Manhattan
2019/3/30 4:54,2019/3/30 5:06,1,3.3,12,3.15,0,18.95,yellow,credit card,West Chelsea/Hudson Yards,Financial District North,Manhattan,Manhattan
2019/3/27 19:43,2019/3/27 19:48,2,0.53,5,0,0,9.3,yellow,cash,Union Sq,Union Sq,Manhattan,Manhattan
2019/3/15 11:58,2019/3/15 12:00,2,0.56,3.5,0,0,6.8,yellow,cash,Upper East Side North,Upper East Side North,Manhattan,Manhattan
2019/3/1 19:38,2019/3/1 19:46,2,1.48,7,2.26,0,13.56,yellow,credit card,Lincoln Square East,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019/3/21 6:49,2019/3/21 7:29,1,12.54,40,0,5.76,46.56,yellow,credit card,Flatlands,Clinton East,Brooklyn,Manhattan
2019/3/29 20:42,2019/3/29 20:55,1,1.6,10,0,0,13.8,yellow,cash,Garment District,Union Sq,Manhattan,Manhattan
2019/3/21 20:24,2019/3/21 20:51,2,5.03,19.5,4,0,27.3,yellow,credit card,Hudson Sq,Park Slope,Manhattan,Brooklyn
2019/3/10 4:26,2019/3/10 4:45,2,5.5,19.5,4.65,0,27.95,yellow,credit card,Kips Bay,Battery Park City,Manhattan,Manhattan
2019/3/12 20:35,2019/3/12 21:00,1,5.22,19.5,3,0,26.3,yellow,credit card,Union Sq,Boerum Hill,Manhattan,Brooklyn
2019/3/17 16:54,2019/3/17 16:59,1,0.81,5.5,1.76,0,10.56,yellow,credit card,Greenwich Village North,West Village,Manhattan,Manhattan
2019/3/9 23:49,2019/3/10 0:00,1,2.19,9.5,0,0,13.3,yellow,cash,Upper West Side South,Times Sq/Theatre District,Manhattan,Manhattan
2019/3/9 19:47,2019/3/9 20:09,1,2.57,15,0,0,18.3,yellow,cash,West Village,Midtown Center,Manhattan,Manhattan
2019/3/31 10:46,2019/3/31 11:05,2,3.63,14.5,3.56,0,21.36,yellow,credit card,Midtown Center,Little Italy/NoLiTa,Manhattan,Manhattan
2019/3/25 22:23,2019/3/25 22:33,6,1.24,8,2.36,0,14.16,yellow,credit card,Hudson Sq,Lower East Side,Manhattan,Manhattan
2019/3/5 6:46,2019/3/5 7:36,1,9.7,37,0,0,37.8,yellow,credit card,Canarsie,Seaport,Brooklyn,Manhattan
2019/3/12 20:30,2019/3/12 20:34,1,1.21,6,1.47,0,11.27,yellow,credit card,Midtown East,Gramercy,Manhattan,Manhattan
2019/3/4 6:06,2019/3/4 6:15,1,2.4,9.5,2.55,0,15.35,yellow,credit card,Clinton East,Lenox Hill West,Manhattan,Manhattan
2019/3/9 9:14,2019/3/9 9:23,1,0.94,7.5,2.16,0,12.96,yellow,credit card,Flatiron,West Chelsea/Hudson Yards,Manhattan,Manhattan
2019/3/23 14:34,2019/3/23 14:42,6,1.39,7,0,0,10.3,yellow,cash,Union Sq,SoHo,Manhattan,Manhattan
2019/3/18 11:13,2019/3/18 11:31,5,3.82,15,4.58,0,22.88,yellow,credit card,Morningside Heights,Upper East Side South,Manhattan,Manhattan
2019/3/3 0:12,2019/3/3 0:23,2,1.9,9,0,0,12.8,yellow,cash,East Village,Penn Station/Madison Sq West,Manhattan,Manhattan
2019/3/22 20:51,2019/3/22 21:11,1,3.9,18,4,0,25.8,yellow,credit card,Penn Station/Madison Sq West,Battery Park City,Manhattan,Manhattan
2019/3/11 15:23,2019/3/11 16:10,1,13.13,42.5,0,5.76,51.56,yellow,credit card,UN/Turtle Bay South,Bay Ridge,Manhattan,Brooklyn
2019/3/11 7:08,2019/3/11 7:21,1,2.4,11,0.7,0,15,yellow,credit card,Gramercy,Times Sq/Theatre District,Manhattan,Manhattan
2019/3/27 22:38,2019/3/27 23:06,1,9.3,29,7.2,0,40,yellow,credit card,TriBeCa/Civic Center,Central Harlem North,Manhattan,Manhattan
2019/3/6 9:45,2019/3/6 10:00,1,1.56,11,0,0,14.3,yellow,cash,Midtown Center,Lenox Hill West,Manhattan,Manhattan
2019/3/21 20:25,2019/3/21 20:51,1,14.9,40,8.25,0,49.55,yellow,credit card,JFK Airport,Steinway,Queens,Queens
2019/3/26 12:53,2019/3/26 13:00,1,0.8,6,0,0,9.3,yellow,cash,Lincoln Square East,Lincoln Square East,Manhattan,Manhattan
2019/3/29 17:54,2019/3/29 17:58,1,0.66,5,2.32,0,11.62,yellow,credit card,Greenwich Village North,Flatiron,Manhattan,Manhattan
2019/3/15 10:35,2019/3/15 11:26,1,22.34,52,6.5,5.76,67.56,yellow,credit card,JFK Airport,Lincoln Square West,Queens,Manhattan
2019/3/22 8:39,2019/3/22 8:56,1,2.6,13,0,0,16.3,yellow,cash,Yorkville East,UN/Turtle Bay South,Manhattan,Manhattan
2019/3/26 16:21,2019/3/26 17:26,3,18.06,52,13.11,5.76,78.67,yellow,credit card,JFK Airport,Times Sq/Theatre District,Queens,Manhattan
2019/3/22 15:50,2019/3/22 15:58,2,1.4,7.5,0,0,11.8,yellow,credit card,Yorkville West,Lenox Hill West,Manhattan,Manhattan
2019/3/7 9:05,2019/3/7 9:23,1,1.7,12,2,0,17.3,yellow,credit card,Yorkville West,Midtown East,Manhattan,Manhattan
2019/3/25 7:46,2019/3/25 7:52,1,0.77,5.5,2.2,0,11,yellow,credit card,Sutton Place/Turtle Bay North,Midtown North,Manhattan,Manhattan
2019/3/5 10:54,2019/3/5 11:08,2,1.98,11,2.86,0,17.16,yellow,credit card,Lenox Hill East,Sutton Place/Turtle Bay North,Manhattan,Manhattan
2019/3/30 8:29,2019/3/30 8:44,1,7.68,23,5,5.76,34.56,yellow,credit card,East Harlem South,LaGuardia Airport,Manhattan,Queens
2019/3/5 17:46,2019/3/5 17:51,1,0.5,5,0,0,9.3,yellow,cash,Kips Bay,Midtown East,Manhattan,Manhattan
2019/3/4 14:17,2019/3/4 14:22,1,0.7,5,1.65,0,9.95,yellow,credit card,Midtown Center,Midtown East,Manhattan,Manhattan
2019/3/25 13:38,2019/3/25 13:45,1,0.9,6.5,0,0,9.8,yellow,cash,Upper East Side South,Midtown East,Manhattan,Manhattan
2019/3/10 8:44,2019/3/10 8:48,1,0.78,5,2.08,0,10.38,yellow,credit card,Penn Station/Madison Sq West,Union Sq,Manhattan,Manhattan
2019/3/5 20:44,2019/3/5 20:49,1,0.8,5.5,1,0,10.3,yellow,credit card,Lenox Hill West,UN/Turtle Bay South,Manhattan,Manhattan
2019/3/27 9:09,2019/3/27 9:17,2,1.61,7.5,2.16,0,12.96,yellow,credit card,Meatpacking/West Village West,Battery Park City,Manhattan,Manhattan
2019/3/5 14:18,2019/3/5 14:27,1,0.72,7,0,0,10.3,yellow,cash,Midtown North,Midtown Center,Manhattan,Manhattan
2019/3/26 13:34,2019/3/26 13:47,1,1.5,9.5,2.55,0,15.35,yellow,credit card,Union Sq,Midtown East,Manhattan,Manhattan
2019/3/30 13:55,2019/3/30 14:06,1,1.09,8,2.26,0,13.56,yellow,credit card,Flatiron,East Chelsea,Manhattan,Manhattan
2019/3/2 14:48,2019/3/2 14:55,1,0.78,6.5,1.96,0,11.76,yellow,credit card,Flatiron,East Chelsea,Manhattan,Manhattan
